cell_ID,cohort_Nr,Species,H,HCB,D,N
21,2,fsyl,269.54362432346267,0,1.4019407157454309,65
22,1,aalb,3359.3598891886822,1876.1346485668096,64.95986446641737,1
22,2,aalb,163.59681681903461,22.28121267385171,0.8366753298831748,72
23,1,fsyl,2540.528042147339,1022.4260675022484,40.533402930310054,2
23,2,aalb,621.2855172263755,105.37134260105722,8.147792341746538,8
24,1,none,0,0,0,0
24,2,fsyl,801.9984807708489,76.20327778082748,5.60660200603176,12
25,1,fsyl,2423.205902596966,1201.2092573838845,35.974334797699754,1
25,2,fsyl,355.52069834459354,29.576573369263958,2.0808799170905745,27
26,1,pabi,2782.491415147631,1914.9760689831492,42.42837405649714,2
26,2,aalb,44.367076782204904,6.5274980472261195,0,0
27,1,pabi,2875.89436004945,1604.4340989502537,44.47579038460092,2
27,2,aalb,128.46526358994,9.833813832716958,0.2754840742593838,0
28,1,none,0,0,0,0
28,2,fsyl,366.04762446702154,30.619406038477948,2.164008389367079,28
29,1,pabi,3071.106263688978,2192.4188653278266,49.63614304171628,2
29,2,aalb,454.0093514301112,172.21714631879212,5.47572370569784,8
30,1,pabi,3030.7105678482308,1969.3893322581637,48.43813209644065,2
30,2,fsyl,753.9037548458881,136.89704814402376,5.226810123368002,5
31,1,pabi,2875.5120033109856,1498.157307545432,44.46697159804533,3
31,2,fsyl,501.6481606389046,4.235713606092132,3.2348115165807885,16
32,1,pabi,2902.682577512109,1443.50673293633,45.10379117165716,2
32,2,fsyl,601.9588232731915,17.767160499594763,4.026939440806105,7
33,1,pabi,2939.7862214160136,1520.2890395075199,46.00916024527176,2
33,2,fsyl,360.2565177220732,8.094115832949308,2.1182774845522285,28
34,1,pabi,3330.9271710430166,2206.096665878906,60.84108393344271,1
34,2,aalb,748.739828205415,268.76267774747413,10.18374686805416,5
35,1,pabi,3080.459388223802,1686.5350175309607,49.926117222662086,3
35,2,fsyl,602.7199638756426,0,4.0329499755750895,19
36,1,fsyl,64.97232146406003,0,0,0
36,2,none,0,0,0,0
37,1,pabi,2748.1542319386904,1576.2709972150415,41.723134655321374,3
37,2,none,0,0,0,0
38,1,pabi,3229.414319806662,2229.3334916203307,55.435464166224534,2
38,2,aalb,172.72594060946096,84.9852716652525,0.9825039076658266,33
39,1,pabi,2952.0083356031328,2043.7585893025816,46.31725157742473,1
39,2,none,0,0,0,0
40,1,aalb,3050.332866722903,2009.3314607022467,52.05252715938371,1
40,2,fsyl,541.0558078186347,116.13172937953804,3.54600373622438,28
41,1,pabi,2959.4231759133195,2027.2951103036783,46.506707012566395,2
41,2,fsyl,495.7496963894183,80.15967413570988,3.1882328367140502,16
42,1,pabi,3323.9090078647882,1827.2033368949642,60.393652283613555,1
42,2,aalb,44.645572611344676,0.01899149373590055,0,0
43,1,none,0,0,0,0
43,2,fsyl,322.98499251380093,12.433847107625006,1.8239536796783804,54
44,1,pabi,2938.467760632764,1829.9370601950477,45.97622913005294,2
44,2,fsyl,257.90668116353334,12.4522170822036,1.3100467197580887,93
45,1,pabi,3252.989942878949,2269.092632893669,56.52289220702952,2
45,2,fsyl,475.1994927035846,90.26251562080444,3.0259530774085537,24
46,1,fsyl,2618.2706802808993,1304.4764468745316,44.15670533001202,1
46,2,fsyl,2291.3684550600765,1128.5537824182118,31.676306801520774,1
47,1,pabi,3070.2089056740037,1696.8675576390467,49.608585687300334,2
47,2,fsyl,161.12740793017414,4.12005894055676,0.5458052841903791,136
48,1,pabi,3366.412132619353,2004.448118892579,63.35544226025344,2
48,2,aalb,548.88399287606,109.55610454656126,6.99125075378222,6
49,1,fsyl,78.86564356964645,2.280222657279978,0,0
49,2,fsyl,442.7333083720702,67.59319541496059,2.7695758336872203,19
50,1,pabi,3248.2153160724847,1787.1549945200738,56.29609557552073,2
50,2,fsyl,93.42480120809847,0.0812470192503465,0.011174927665648093,0
51,1,fsyl,189.68096087490977,11.77978662859647,0.7712854677460612,72
51,2,aalb,584.1675018932822,177.70344003453715,7.554869350405781,11
52,1,pabi,3019.318981401704,1614.369993663251,48.114924412803816,2
52,2,aalb,888.212355577794,0.7118281118395551,12.411680322937904,5
53,1,pabi,3095.5722916217455,2027.6210883840101,50.405662934987014,3
53,2,fsyl,433.41210263418316,36.16019520787637,2.695968630240178,25
54,1,pabi,3122.3813373612916,1486.576710362745,51.29256410262063,3
54,2,none,0,0,0,0
55,1,fsyl,2457.576063238584,1093.8557003192143,37.222128425742966,1
55,2,fsyl,583.693635857466,67.59404320616521,3.882703876876537,19
56,1,pabi,2693.1956367392236,1604.8746097692892,40.63871776355244,3
56,2,none,0,0,0,0
57,1,none,0,0,0,0
57,2,fsyl,2232.9100801953114,1151.2162981246033,29.960837462444196,1
58,1,pabi,2850.0193722931563,1425.3924044516693,43.88768980320238,5
58,2,aalb,412.346547125824,0,4.810202278055177,12
59,1,fsyl,2474.6158274479267,1228.5113649780776,37.865226780135544,1
59,2,fsyl,336.0550269779463,26.240655204995655,1.9271644351230168,31
60,1,pabi,2875.4305998998598,1766.3072627701424,44.465094597074135,2
60,2,aalb,703.0672637279923,222.30528236714153,9.454173551454632,5
61,1,fsyl,247.98215585027464,27.831202825328514,1.231675254264189,59
61,2,none,0,0,0,0
62,1,none,0,0,0,0
62,2,none,0,0,0,0
63,1,pabi,2959.7950358854077,1645.0939904474053,46.516260177809116,3
63,2,aalb,12.246830451472135,0,0,0
64,1,pabi,3268.4376381893003,1859.010805040106,57.28173102760353,2
64,2,fsyl,472.44403561980755,39.44096961414188,3.0041939299486087,22
65,1,aalb,3499.357359371893,1676.990412894894,77.76034907964102,1
65,2,none,0,0,0,0
66,1,pabi,2642.5676156751833,1983.5236828710665,39.6822301934198,2
66,2,fsyl,773.6897197815214,221.16119305096305,5.38305488261557,10
67,1,pabi,2640.595252993835,1773.4761568344222,39.6457149886614,2
67,2,fsyl,2229.214427780462,1125.355382685929,29.855531393128533,1
68,1,pabi,2920.5125915211092,1751.2340846372015,45.53344704640856,1
68,2,none,0,0,0,0
69,1,pabi,3363.1395410459913,1866.1259236811782,63.10329649774007,2
69,2,aalb,1052.0878220379539,330.8131280344831,15.747803759345379,14
70,1,pabi,2902.9292479924497,1467.0631701277125,45.109669754952236,2
70,2,fsyl,458.6748345555805,10.235301063963341,2.8954620327522766,22
71,1,pabi,2682.8466882178823,1621.8609836525982,40.440082429539295,1
71,2,aalb,14.003702475858724,0.13612512841737953,0,0
72,1,pabi,3324.2719060145887,2291.729047797777,60.41644032163199,2
72,2,fsyl,213.76416596638717,18.13569116857972,0.9614644453025702,97
73,1,pabi,3221.7232083290037,1996.496431886519,55.09727616666376,2
73,2,fsyl,631.4746773806561,88.71614150466179,4.260018673181664,6
74,1,pabi,3057.4474773064967,1800.5792999030282,49.22151344241914,3
74,2,aalb,10,0,0,0
75,1,none,0,0,0,0
75,2,none,0,0,0,0
76,1,pabi,3270.185635132888,1731.4740411601604,57.37014385910952,2
76,2,fsyl,33.98824774020027,0,0,0
77,1,pabi,2955.3663564255567,1773.8276565159822,46.40280931192023,1
77,2,fsyl,960.9370546937458,282.36052393313315,6.861699712841674,4
78,1,pabi,2616.2907114170957,1774.894385764845,39.200053475892695,2
78,2,fsyl,1442.6310959023085,465.2459503756826,10.665515687673269,17
79,1,pabi,3165.944953774107,2202.472252311382,52.84758940312534,2
79,2,aalb,356.7602421487032,153.47973576388415,3.9222669202821745,1
80,1,pabi,2988.4905339211386,2269.494554563036,47.269072084616006,3
80,2,fsyl,175.7907232349859,16.687250012813305,0.6615977753337055,102
81,1,pabi,3063.65948917419,1777.2273318672776,49.408818867034555,2
81,2,fsyl,405.0369970442837,21.347154312829453,2.4718976002984565,29
82,1,fsyl,2437.3507417976452,1032.7806183756577,36.480258392273214,2
82,2,none,0,0,0,0
83,1,pabi,3363.4473827552624,1682.2276560981254,63.12681739302687,1
83,2,fsyl,2107.708208374412,815.2029541742945,26.56578019814469,1
84,1,fsyl,2443.3947895086185,1208.624850220121,36.69961773614235,1
84,2,fsyl,1618.8117257048825,725.3104503748749,13.120662503839782,12
85,1,fsyl,268.1234996521604,17.902379796212106,1.3907263505076985,81
85,2,fsyl,582.6506258645413,79.384574139778607,3.874467490843939,14
86,1,pabi,2703.3427215084284,1683.523149986388,40.83512106584112,2
86,2,fsyl,496.0973102184645,49.236152282608046,3.1909778551757295,15
87,1,aalb,3134.7855528991254,2203.612005730202,54.767123693169204,1
87,2,none,0,0,0,0
88,1,pabi,3103.038797773634,2157.955141939928,50.64784952506807,3
88,2,aalb,378.05531514953793,91.58787320547685,4.262434309922144,10
89,1,fsyl,2666.212975741135,802.0194315676213,46.74942888777415,1
89,2,fsyl,630.4844824987376,0,4.252199354718459,12
90,1,fsyl,2474.102204959542,852.7365773126434,37.8455880877083,1
90,2,fsyl,2433.1003731369838,829.114958370572,36.32715285327416,1
91,1,pabi,3419.079477086172,1667.753518711852,68.23846749395611,2
91,2,fsyl,2180.4513889679406,798.877303098014,28.497194486887132,1
92,1,pabi,2968.7727735243384,1775.4525267620377,46.74843369490127,3
92,2,aalb,344.33790925168506,108.62464731546297,3.723832636696872,1
93,1,pabi,3081.572866855857,2070.655795751046,49.960977720543376,2
93,2,fsyl,343.82495513508997,32.80496338232345,1.9885215919881565,49
94,1,pabi,2781.992553187067,1915.2657601210199,42.417962277307964,4
94,2,aalb,803.252103150947,251.93732691258663,11.054525675472714,12
95,1,pabi,3107.5079586620436,1879.1432600068126,50.79455147920663,2
95,2,aalb,644.8079053688697,138.1182016207667,8.5235388523228,9
96,1,fsyl,21.057062780794453,0.10689472668525925,0,0
96,2,aalb,10,0,0,0
