cell_ID,cohort_Nr,Species,H,HCB,D,N
41,2,aalb,154.50992414920805,86.98627567459206,0.6915213518098289,42
42,1,aalb,1942.397487766593,760.2079999680267,26.081811258236584,11
42,2,aalb,230.37400564883342,74.2457781078343,1.9033738103644369,14
43,1,aalb,1573.4907033031216,1121.1367189060902,20.950991708467203,4
43,2,aalb,238.98360478128876,153.58583577590844,2.0409035038582832,9
44,1,aalb,1174.4186179445512,313.3791123283971,14.947588087477879,1
44,2,none,0,0,0,0
45,1,fsyl,1382.1836376535473,234.24893341018222,10.188177403089739,4
45,2,aalb,46.142058025392856,11.297724727283626,0,0
46,1,fsyl,1713.122841631272,1087.777534564955,13.952424642332915,21
46,2,aalb,61.01278735727494,48.18852440832227,0,0
47,1,aalb,1927.6051500888946,971.2274822080873,25.878079733519296,11
47,2,aalb,202.44163080963338,73.21777667651563,1.4571821943449297,16
48,1,fsyl,1526.2849875588697,273.5480020820591,11.326109305650544,3
48,2,aalb,260.5104102663731,47.21174691609862,2.3847725870429937,11
49,1,fsyl,1398.497914770193,1118.7983318161544,10.317007121967778,1
49,2,aalb,120.97420748205641,66.35931781626117,0.15582198144733184,0
50,1,fsyl,1652.7195956912935,1322.175676553035,12.79282281073552,24
50,2,aalb,104.01524006996438,61.81776369797606,0,0
51,1,aalb,1808.5935719240715,829.2317894318275,24.237676043811977,13
51,2,aalb,145.15046955341526,47.78588235830298,0.542013470893908,44
52,1,fsyl,1925.6820731439016,716.70986380485,18.020346486250862,22
52,2,aalb,230.38361839975036,95.3066461474435,1.9035273643995205,5
53,1,aalb,2048.2398871138466,473.1597603210813,27.54236909947082,11
53,2,aalb,194.52226007751113,40.310159022064255,1.3306782058668627,15
54,1,aalb,1733.2171877490684,507.1211641092073,23.19366662857959,14
54,2,aalb,138.95727487552867,28.764234862101063,0.4430834100753207,79
55,1,fsyl,1753.3159983890719,1186.8368971323075,14.721774853514884,17
55,2,aalb,77.63022299625459,62.587987027165845,0,0
56,1,aalb,2118.1930338504308,0,28.513374250113877,18
56,2,aalb,41.144653417836544,6.201543605168304,0,0
57,1,fsyl,1683.7211509128265,1346.9769207302613,13.388618176901565,22
57,2,aalb,178.820104880709,160.9380943926381,1.0798520572639216,14
58,1,aalb,2360.0181886321575,999.8779469325651,31.947569330957116,9
58,2,aalb,213.84654400870212,121.39878477227525,1.6393642207622878,6
59,1,aalb,1707.1505119027472,1033.2119604379288,22.830965442313158,23
59,2,none,0,0,0,0
60,1,aalb,12.231504095658547,1,0,0
60,2,aalb,127.16669024566146,114.45002122109531,0.25474067015074486,0
61,1,fsyl,1668.7206446918162,105.22434624958191,13.100524249767423,28
61,2,aalb,259.0794602455343,10.467538646235623,2.361914598564864,4
62,1,fsyl,1606.8247245920322,471.9834679377278,11.962111232447958,12
62,2,aalb,104.8388923450944,26.733717716632455,0,0
63,1,fsyl,1418.7143024635739,1022.1823024776506,10.476650820836321,1
63,2,fsyl,1273.0500416118848,912.9276813803756,9.326377005948528,1
64,1,fsyl,2120.007979890618,1373.2821247375764,21.795880805045925,14
64,2,aalb,35.99544954844081,12.024595557361703,0,0
65,1,fsyl,1777.5795750817813,1067.4707945319292,15.185723900362978,18
65,2,fsyl,1251.1729380291633,704.6196205301027,9.153619053862982,2
66,1,fsyl,1575.2130472509284,858.4012928827128,11.712481814239629,8
66,2,aalb,203.04054443720844,115.24173803605377,1.4667492376372457,21
67,1,none,0,0,0,0
67,2,aalb,201.20763963708708,181.0868756733784,1.4374704255246311,15
68,1,fsyl,2089.0284364393065,1462.2441126307833,21.186402523777375,14
68,2,fsyl,235.1281116126381,51.9270270461628,1.1301701189927653,54
69,1,fsyl,1661.5569706278457,1329.2455765022767,12.962819041137212,20
69,2,aalb,46.84375302171311,42.1593777195418,0,0
70,1,fsyl,1988.2886324024744,971.2322758600417,19.22617141237069,20
70,2,aalb,73.64326079857227,40.41164050927157,0,0
71,1,fsyl,1335.7631450991921,811.6583254833907,9.821606517772612,1
71,2,aalb,178.12489683365007,87.03602575314147,1.068746807396242,28
72,1,fsyl,1992.9635841619108,1128.9977214992919,19.316530031700623,17
72,2,none,0,0,0,0
73,1,fsyl,2347.1943185376876,791.7711070675406,26.41247369623654,9
73,2,aalb,185.65240028394862,87.20400638814706,1.188991109873794,29
74,1,aalb,2845.065847366188,581.2488402543056,39.69568854832111,7
74,2,none,0,0,0,0
75,1,fsyl,1401.021208750486,611.6679188038639,10.336932936136776,1
75,2,aalb,194.30005073808732,73.42150530172685,1.3271286349899534,24
76,1,fsyl,2301.5176983647975,65.1797175125028,25.458759381195836,15
76,2,aalb,71.0757921578725,0,0,0
77,1,fsyl,1703.8240607948112,1227.6604269329412,13.774222881094843,23
77,2,aalb,140.26467169941785,93.35908880805154,0.46396776040314225,45
78,1,aalb,1693.7082316276426,1524.3374084648783,22.643510376177296,14
78,2,aalb,144.6566501902908,97.94244784140156,0.5341252028564545,46
79,1,fsyl,1918.1618500678433,1237.6556766684575,17.87595531084342,18
79,2,aalb,233.7586339565789,151.67945960180748,1.957439846029222,6
80,1,aalb,17.32528383393644,0.19557394537674505,0,0
80,2,aalb,280.48907223516505,12.739727194681992,2.7039116334391657,3
81,1,aalb,10,0,0,0
81,2,aalb,12.39661306355396,0.5582055274057031,0,0
82,1,aalb,1620.628605991652,57.32923040402733,21.618499688925578,31
82,2,aalb,173.632709128931,1.5740401086445976,0.9969886234619982,42
83,1,fsyl,1630.2733563510333,1304.2186850808266,12.360404734925481,29
83,2,aalb,130.20048111115943,86.51326824106604,0.30320243026725513,66
84,1,none,0,0,0,0
84,2,aalb,76.45112188753777,67.44147652889737,0,0
85,1,fsyl,1461.266260299303,561.4876796091359,10.812672866219742,1
85,2,aalb,129.84884217587665,43.29821697143635,0.29758535167324296,0
86,1,fsyl,1329.1834350546512,271.20288831677647,9.769648212217513,2
86,2,aalb,163.61026879041526,56.30183984679767,0.8368902116067496,46
87,1,aalb,2177.9453324743836,264.70709003609494,29.348760956776726,9
87,2,aalb,250.48471071940898,55.71935847145098,2.2246221126082864,5
88,1,fsyl,1834.1004063663704,1234.6907459605916,16.266134277519956,13
88,2,fsyl,1231.6131557338092,792.856938888076,8.999160401701493,1
89,1,aalb,1879.9411755698607,1691.9470580128745,25.221641090789134,16
89,2,aalb,111.87043433082594,53.72485986146334,0.010398354648442076,0
90,1,fsyl,1432.7568959656096,1146.2055167724877,10.587541628945742,1
90,2,aalb,148.68521517178016,133.81669365460215,0.5984774797279406,46
91,1,fsyl,1395.1364772965828,1113.3059924619506,10.29046270068236,2
91,2,aalb,17.610168138770277,2.8512456772381327,0,0
92,1,fsyl,1827.3723737038285,1461.897898963063,16.137502115128147,18
92,2,aalb,141.4012964887965,127.26116683991685,0.48212419910555293,62
93,1,fsyl,1585.9330292198265,1254.5564106127285,11.797134799692579,15
93,2,aalb,56.380469585394934,50.74242262685544,0,0
94,1,fsyl,2427.9308023415397,0,28.139377000887073,13
94,2,aalb,208.68473333611468,0,1.5569094828874295,18
95,1,fsyl,1926.5308711930868,262.8282989024162,18.03664891729602,24
95,2,aalb,243.5993376188055,14.503228134977293,2.114635197126111,7
96,1,fsyl,1862.1618076127916,1014.9371076606491,16.802868243814764,18
96,2,aalb,37.13195645666739,16.63194394168104,0,0
97,1,aalb,20.83430275919682,2.1657867545476126,0,0
97,2,aalb,255.96011989616613,141.51894808710796,2.3120862714207586,6
98,1,aalb,29.435873233193902,5.988773560230474,0,0
98,2,fsyl,1265.2378823282038,797.7371557071392,9.264686360561598,3
99,1,aalb,1872.3961182553885,1640.9876785621568,25.117696084382683,18
99,2,aalb,198.950293812127,124.76831166191522,1.401411594603448,14
100,1,aalb,2575.79430487145,307.9506686312764,35.195400676127235,11
100,2,aalb,150.74883336890633,0,0.6314417064907432,46
