cell_ID,cohort_Nr,Species,H,HCB,D,N
50,1,pabi,784.8417118584355,46.954351626370894,10.942418689743548,6
51,1,pabi,722.6376680150956,23.362950933555773,9.931485100626192,2
52,1,pabi,365.97269824085134,23.145251648093108,4.135003461677,3
53,1,pabi,557.291893795802,20.73076488417589,7.244302939320525,2
54,1,pabi,868.755911369797,77.68205166856146,12.306183449211245,6
55,1,pabi,728.3580410855297,92.2305139962287,10.024452003127715,3
56,1,pabi,11.424410006636048,0.12727153250308487,0,0
57,1,pabi,688.1324076959161,212.9070960591997,9.370709232971219,8
58,1,pabi,917.3178267892462,100.91845178924657,13.269913948367053,44
59,1,pabi,659.2164809847428,79.62865435164053,8.900770628233536,13
60,1,pabi,10,0,0,0
61,1,pabi,828.313280080363,139.68950685101316,11.64891405197165,8
62,1,none,0,0,0,0
63,1,pabi,1083.6515114178706,166.19136546042787,16.286977663514627,61
64,1,pabi,39.93591684194146,8.638160116737165,0,0
65,1,pabi,795.4217034723938,137.65453649667788,11.114363602554478,4
66,1,pabi,24.76924362738553,0,0,0
67,1,pabi,835.5950746419328,95.25003267691432,11.767257012597852,5
68,1,pabi,658.0930103787686,144.4507409874342,8.882512101909656,2
69,1,pabi,1181.5674998618388,253.99361951993853,17.98314630925361,13
70,1,pabi,673.2119978948786,30.043344941008595,9.128224299527787,1
71,1,pabi,602.2667160584322,36.34493364613023,7.975229028376452,3
72,1,pabi,569.1499325079739,34.64088577870457,7.437018539376677,1
73,1,pabi,1352.9460411817633,231.46095662415289,20.882452181365824,16
74,1,pabi,953.6116590931173,340.48853732007325,13.947421207904224,5
75,1,pabi,704.7704002420006,133.37826135173174,9.641108140840968,2
76,1,pabi,704.2672715901238,14.27939683920801,9.632931346819174,1
77,1,pabi,470.68077435833646,25.869033015926995,5.836708120390376,1
78,1,pabi,126.74300654355945,1.3272837571015377,0.24706763133024068,0
79,1,pabi,678.8835512980613,250.6066289180165,9.220397789923206,5
80,1,pabi,61.38316873911386,13.429379298346976,0,0
81,1,pabi,388.8258840289562,38.14892485557124,4.506411037520772,1
82,1,pabi,654.9487385098445,57.21656950845676,8.831411725644449,27
83,1,pabi,1395.027399586368,420.9631013569683,21.589686019880524,7
84,1,pabi,1195.240585524993,458.88731471902304,18.216914738150148,15
85,1,pabi,721.7604603664956,286.58597254489166,9.917228814027947,14
86,1,pabi,638.6966682255412,49.21097080591541,8.567284785851331,1
87,1,pabi,753.1089149418351,58.60658469745478,10.426700606198635,2
88,1,pabi,1064.32602981152,180.61044294243888,15.94656199713471,4
89,1,none,0,0,0,0
90,1,pabi,82.36558299973635,0,0,0
91,1,pabi,708.6586738915538,82.6659989459384,9.704299955924773,6
92,1,pabi,826.5103522576716,93.72855075370725,11.61961305830469,3
93,1,pabi,1408.4148573986145,258.1722777326541,21.814802677110073,12
94,1,pabi,815.0346381368091,179.59768800292886,11.433110957362416,3
95,1,pabi,559.3947677487762,296.7981054575894,7.278478626002496,3
96,1,none,0,0,0,0
97,1,pabi,586.3530428859622,205.6791275334326,7.7166016829131525,1
98,1,pabi,601.5507709988207,59.203878062130556,7.963593564441878,2
99,1,pabi,792.2042484443234,187.40351153461623,11.062073861271056,9
100,1,pabi,1068.212296472104,254.04979803602413,16.01519317260845,28
101,1,pabi,473.7965920967745,230.02052219908572,5.887346063114608,1
102,1,pabi,1197.728747171119,209.5509132931326,18.25938913195925,26
103,1,none,0,0,0,0
104,1,pabi,1074.9298148701555,155.34382533562857,16.13361368606325,6
105,1,pabi,375.43849761947695,6.982474547384772,4.288840639269488,9
106,1,pabi,352.35397110891427,11.714845203165897,3.9136733382951077,8
107,1,pabi,960.1781728016962,122.27655104652209,14.06868875048068,13
108,1,pabi,674.8367763375659,34.74397659426572,9.154630028176605,3
109,1,pabi,670.1197204308681,76.97871248218038,9.077968930871823,13
110,1,pabi,77.35164301744969,11.69319618168337,0,0
111,1,pabi,1009.5917682995516,888.4893042480678,14.96962896850724,14
112,1,pabi,977.9946919751494,211.8231467174575,14.395827078916003,85
113,1,pabi,635.2968451517115,9.029890738344712,8.512031218236874,4
114,1,pabi,407.0913705949913,1.9632417562860065,4.803259807315886,4
115,1,pabi,700.2175291216399,73.7963689337433,9.567115357444333,2
116,1,pabi,10.930106391254947,0.08831634503523622,0,0
117,1,pabi,489.60089522409044,37.468680474369066,6.144195938087918,3
118,1,pabi,54.55599514005218,1.868996240819665,0,0
119,1,pabi,738.990939979309,25.041450990561547,10.197256759495032,4
120,1,pabi,143.15232037878536,0,0.5137500768023797,1
121,1,pabi,766.8342345640503,90.82436488218482,10.649763059540316,3
122,1,pabi,856.3785844064834,69.52552013177599,12.105028431022804,19
123,1,pabi,827.908353453757,67.2104761815741,11.642333226953344,24
124,1,pabi,817.0788653171076,122.08553633599107,11.466333522852773,2
125,1,pabi,676.0199680176698,73.08273652276098,9.173859135126527,5
126,1,pabi,1241.705384894465,316.98957252810766,19.007161493670456,9
127,1,pabi,840.9311095858062,684.0397649587372,11.853977692222015,38
128,1,pabi,751.5410543499243,559.970093874185,10.40121990048426,5
129,1,pabi,916.7979487986614,154.88936351429496,13.260115644431997,3
130,1,pabi,934.0216369232918,93.30652945261342,13.583298481028546,3
131,1,pabi,595.6463207991554,40.34481101873021,7.86763505976419,5
132,1,pabi,566.216256984265,87.10513957476762,7.38934075280129,4
133,1,pabi,680.3498416941379,45.00234715826574,9.244227787479751,10
134,1,pabi,653.4546691576602,45.67351194193964,8.807130267410031,2
135,1,pabi,763.0574451823277,46.34926173997104,10.588383075071444,2
136,1,pabi,591.587735431082,6.702711913504445,7.801675356513725,2
137,1,pabi,682.7506516410206,49.15346684066255,9.283245498651443,2
138,1,pabi,824.8921558165717,50.27174964434217,11.593314299654562,6
139,1,none,0,0,0,0
140,1,none,0,0,0,0
141,1,pabi,1409.9759274924634,246.45310026471543,21.84106067947035,9
142,1,pabi,626.4717899027428,133.34740379399585,8.368607346961435,5
143,1,pabi,732.6343986327755,521.2800628532614,10.09395091696801,3
144,1,pabi,546.3467735637935,278.7051887882237,7.066423994547547,4
145,1,pabi,19.05977620529661,0,0,0
146,1,pabi,814.0522032242131,116.02205773327664,11.417144528318572,7
147,1,pabi,1171.627104411168,344.6737349157455,17.812792019112376,23
148,1,pabi,1242.8130378685842,494.0225287608655,19.025931774494126,13
149,1,pabi,844.1199243778085,92.25057543521561,11.905801975396082,6
150,1,none,0,0,0,0
151,1,pabi,1008.3723203060491,120.88338808762988,14.947626572202683,15
152,1,pabi,731.1967147477174,14.597659871674304,10.070585829424854,5
153,1,pabi,866.1723390892877,128.36868592866952,12.264195503783498,7
154,1,pabi,59.02823032528836,0,0,0
155,1,pabi,1029.3389506130447,131.2269499495802,15.324426008000671,10
156,1,pabi,805.0916288105717,159.95528556628133,11.271518213808385,3
157,1,pabi,811.1387956974851,232.3815490101054,11.369796135101979,7
158,1,pabi,933.2039560460718,385.4214554023042,13.568021489520934,20
159,1,pabi,910.7562066008451,158.98791488160856,13.146041829095584,45
160,1,pabi,885.4739499209198,148.79861283288045,12.664484594715534,18
161,1,pabi,758.3782107093995,61.606626370030824,10.512336647737035,4
162,1,pabi,735.4653588600979,53.78488584228987,10.13995938533163,3
163,1,pabi,761.4982644603856,367.8743732992195,10.563043433692417,2
164,1,pabi,824.301723555404,286.2325034287409,11.583718656541452,54
165,1,pabi,337.2272563572685,51.64472683452911,3.66783555845641,3
166,1,pabi,745.9620633120682,56.82192992638724,10.310550723931083,3
167,1,pabi,629.2017851520542,25.573126203732635,8.412974943103743,4
168,1,none,0,0,0,0
169,1,pabi,23.67673922133114,0,0,0
170,1,pabi,520.4970669102212,18.45336588044418,6.646317276232889,3
171,1,pabi,745.2994651786701,22.255836610003627,10.2997822486399,3
172,1,pabi,343.02305600665545,15.463562900157232,3.762028285799283,7
173,1,pabi,807.4660682957917,109.90091173791416,11.310107355006036,3
174,1,pabi,823.0060105599387,117.98955505556238,11.562660864989013,23
175,1,pabi,714.5958096862277,353.7774312251047,9.800789663460554,6
176,1,pabi,533.9921859059276,123.42301142919689,6.865638533163615,1
177,1,pabi,54.120151145555916,4.217585992077757,0,0
178,1,pabi,499.6475079203595,6.258363218621705,6.30747243273335,4
179,1,pabi,1448.8797743036669,255.99458629127068,22.4962286556132,7
180,1,pabi,578.4347962923351,56.39501682640526,7.587915170689419,3
181,1,pabi,315.29239196990346,29.598442073752103,3.3113524455937133,1
182,1,pabi,894.9013551206443,218.90803254142568,12.844863283003845,12
183,1,pabi,1590.1500221727974,352.8393017169467,24.902357934583947,5
184,1,pabi,420.531928105602,172.02295979550854,5.021694336719792,1
185,1,pabi,1484.6014863178711,269.33361076832426,23.09975590502186,8
186,1,pabi,659.8123261229074,23.398953037595835,8.910454240855247,1
187,1,pabi,1001.0093830775031,150.3910610947209,14.814540877792625,5
188,1,pabi,953.2373883842639,113.80505530975589,13.940497717900886,19
189,1,pabi,548.4046191506735,145.45053027674308,7.099867884951735,4
190,1,pabi,837.6448275679611,179.36115189685424,11.800569381927607,11
191,1,pabi,379.1740590827434,23.082687758805694,4.349550591936541,1
192,1,pabi,778.5042567507811,122.71386926345131,10.839423034766735,9
193,1,pabi,1280.7687134957287,233.24280609616088,19.667614137888396,24
194,1,pabi,588.7756331810156,129.81674820583225,7.755973366016381,8
195,1,pabi,675.3770630186914,82.73987254709886,9.163410710588154,3
196,1,pabi,517.6292880684043,25.380286144039033,6.59971043561246,1
197,1,pabi,619.8411234182274,85.63366929183803,8.260846451475071,2
198,1,pabi,1246.3800918895072,227.6786616047581,19.086360228436778,22
199,1,none,0,0,0,0
200,1,pabi,1142.138226120127,184.95344271093785,17.30521621244176,38
201,1,pabi,745.562896719914,311.92888037800395,10.304063510387886,1
202,1,pabi,689.3835735316212,104.29624510313243,9.391043048760686,4
203,1,pabi,698.8017685704108,38.10223406473241,9.544106565620615,15
204,1,pabi,845.907560770418,108.33181296899873,11.93485445434695,4
205,1,pabi,822.5065781305796,114.61172001032877,11.554544141587474,16
206,1,pabi,1156.5414715128413,320.891466183715,17.553562538748228,10
207,1,pabi,831.9003665208191,114.46256010354026,11.707211004157866,19
208,1,pabi,505.5462428228269,77.36940351137247,6.403338053001086,2
209,1,pabi,1468.2915771334062,290.55089783250475,22.82390779595899,6
210,1,pabi,737.3405284578026,50.523013964947836,10.17043444474072,7
211,1,pabi,755.3453277279482,50.79637783985408,10.463046551975202,5
212,1,pabi,1409.6536234370228,240.38955683126548,21.83563920758906,7
213,1,pabi,569.9923889597106,174.51225350008326,7.450710053172376,3
214,1,none,0,0,0,0
215,1,pabi,284.2792146691591,42.29042242943487,2.8073295444856328,14
216,1,pabi,647.4340475085601,149.21038674761527,8.709283756534129,8
217,1,pabi,924.5235286809965,128.13001472964186,13.405441030411145,9
218,1,pabi,669.5461045264459,75.16804248125207,9.068646585422822,14
219,1,pabi,679.6059822662105,82.12767179867744,9.232138662162313,3
220,1,pabi,316.64539142284156,33.01256492063449,3.333341250637921,4
221,1,pabi,911.0544174675307,153.16600094850975,13.151681172517792,8
222,1,pabi,898.1816040168864,127.25966127446978,12.907395998786585,12
223,1,pabi,495.8135892704341,12.28866876355838,6.24516398939622,1
224,1,pabi,347.3213402818105,68.09037001319571,3.8318835505192537,1
225,1,pabi,744.6890489912118,68.47779258907153,10.28986182885503,3
226,1,pabi,531.914388577748,62.30165588591136,6.8318703891547585,2
227,1,pabi,517.8884134750605,2.0378247726955836,6.603921714513268,1
228,1,pabi,691.5360391250672,51.00010616819923,9.426024693576483,20
229,1,pabi,973.2438255590114,331.465679679421,14.308857924812523,25
230,1,pabi,917.5412365753275,197.93424492644942,13.27412377802224,4
231,1,pabi,364.9248203614183,25.122552528977394,4.117973460407632,1
232,1,pabi,625.9713107032761,27.074253509266715,8.36047361156202,3
233,1,pabi,628.0788987624888,95.57234713943586,8.394725911403597,16
234,1,pabi,765.0716546490886,115.20461225405556,10.621117795833248,7
235,1,pabi,918.3403685465636,168.85000584453164,13.289178097426877,14
236,1,pabi,824.6952550697855,173.40729458342705,11.590114289392371,29
237,1,pabi,522.1203260001523,253.16317426870825,6.672698312520245,1
238,1,none,0,0,0,0
239,1,pabi,638.1016722775394,4.92818744725745,8.55761497417898,7
240,1,pabi,647.8456659288028,19.386862546001787,8.71597333587998,3
241,1,pabi,1454.7234767303473,255.76438401934146,22.594807897009485,10
242,1,none,0,0,0,0
243,1,pabi,334.4439686542114,33.36732468616683,3.6226018589515343,1
244,1,pabi,591.1071050198707,169.60471257827936,7.793864201536911,1
245,1,pabi,1295.5890060348854,243.34878143081644,19.917499245212625,15
246,1,pabi,463.67457339121074,30.30372467219227,5.72284407792375,4
247,1,pabi,401.459825016133,3.783720747374464,4.711736519880565,2
248,1,pabi,840.9454413723787,64.63031052880864,11.854210610912553,43
249,1,pabi,1337.9471175534945,312.1442110995018,20.630335302053634,7
250,1,pabi,18.39462816722711,0.9364323902597291,0,0
251,1,pabi,1266.810283056561,405.993826847403,19.431947469485696,8
252,1,pabi,1104.4616345230434,596.1567664278875,16.65122486552826,18
253,1,pabi,973.8591746632029,279.93646216983456,14.320133130521869,43
254,1,pabi,608.8453241721511,171.96072044320482,8.08214387668676,3
255,1,pabi,883.8271726757939,128.71529293033623,12.632873997348216,9
256,1,none,0,0,0,0
